split_policy,model,horizon_step,ade_meters,fde_meters,rmse_meters,mae_meters
temporal_test,tcn_baseline,6,46883.016530235225,47644.45097202947,48392.09400371466,29521.954110680264
temporal_test,tcn_baseline,7,47228.07295331195,49298.41149177227,48354.60942545444,29738.889524035752
temporal_test,tcn_baseline,8,47146.11430330055,46572.40375322078,48392.985980830104,29707.215663178755
temporal_test,tcn_baseline,9,47031.286181663374,46112.66120856599,48235.44088474993,29648.220263845855
temporal_test,tcn_baseline,10,47125.556366841265,47973.98803344221,48254.37966824357,29717.044894173414
temporal_test,tcn_baseline,11,47131.78777835913,47194.10189353792,48442.856968127846,29719.947719685333
temporal_test,tcn_baseline,12,46930.48470603229,44716.15091043698,48306.824188772196,29599.825068093138
temporal_test,tcn_baseline,13,47113.9344679785,49315.33161133296,48414.491598068314,29699.052128834388
temporal_test,tcn_baseline,14,47096.78526788872,46873.845666721594,48391.73336931425,29702.803444848436
temporal_test,tcn_baseline,15,47095.53360111933,47078.010266347796,48378.207767454405,29703.921702756383
temporal_test,transformer_baseline,1,50935.43457229263,50935.43457229263,49935.00911221822,32212.544540981355
temporal_test,transformer_baseline,2,56281.062536837235,61626.69050138182,56927.86547681822,34832.24926667057
temporal_test,transformer_baseline,3,60990.95229684683,70410.73181686604,60787.6898364388,37329.73769583246
temporal_test,transformer_baseline,4,58816.31651798501,52292.40918139954,58973.77058262934,36267.018103927505
temporal_test,transformer_baseline,5,58122.392446091726,55346.69615851862,58792.32634524811,35802.741834575725
temporal_test,transformer_baseline,6,56711.236753579644,49655.458291019124,57463.884072126224,35047.95956323111
temporal_test,transformer_baseline,7,56052.84046624981,52102.462742270895,57194.439397765724,34576.97860735784
temporal_test,transformer_baseline,8,56136.63963465637,56723.23381350226,57180.852604714375,34740.30752599725
temporal_test,transformer_baseline,9,56546.65443772166,59826.772862243975,57489.59036758585,34966.16803654935
temporal_test,transformer_baseline,10,55913.11408644034,50211.25092490855,57158.38094831188,34609.769053216354
temporal_test,transformer_baseline,11,56105.604239709566,58030.50577240183,57230.63675337626,34730.250308338495
temporal_test,transformer_baseline,12,56240.13617667638,57719.98748331115,57210.08213794362,34786.84488045274
temporal_test,transformer_baseline,13,56084.77016659428,54220.378045609345,57357.09094349109,34737.91257164645
temporal_test,transformer_baseline,14,56338.38261835312,59635.34449121796,57638.102826075476,34853.863645451456
temporal_test,transformer_baseline,15,56310.72638525193,55923.53912183533,57766.44766567339,34854.0073498278
vessel_disjoint_test,constant_acceleration,1,2868.957232821151,2868.957232821151,51638.78271634799,1774.1189526878575
vessel_disjoint_test,constant_acceleration,2,5179.6365435771195,7490.31585433309,97431.09597934596,3228.8029467793717
vessel_disjoint_test,constant_acceleration,3,8119.91755210674,14000.479569165984,160391.1743755034,5191.434562571635
vessel_disjoint_test,constant_acceleration,4,11114.218051835747,20097.119551022774,234595.21705472498,7629.49203056149
vessel_disjoint_test,constant_acceleration,5,13333.149720453823,22208.876394926123,312973.3913843133,10254.050034410395
vessel_disjoint_test,constant_acceleration,6,15828.375116096655,28304.502094310785,391758.40307384916,12940.625293467778
vessel_disjoint_test,constant_acceleration,7,17505.03732097227,27565.010550226,465123.97785871685,15608.705811302438
vessel_disjoint_test,constant_acceleration,8,20247.81057780924,39447.22337566798,546598.9457482296,19004.394794985506
vessel_disjoint_test,constant_acceleration,9,22504.344816758283,40556.61872835066,669045.3790477791,23019.78478133632
vessel_disjoint_test,constant_acceleration,10,25008.028728486704,47541.183934042514,864569.0703111745,27884.61180921358
vessel_disjoint_test,constant_acceleration,11,27737.552469117167,55032.78987542179,1124090.795628223,33994.80125314108
vessel_disjoint_test,constant_acceleration,12,29802.788353353822,52520.383079957,1383663.4489754864,40503.53060166092
vessel_disjoint_test,constant_acceleration,13,31982.45902542807,58138.50709031905,1568172.3755798948,46143.094223082706
vessel_disjoint_test,constant_acceleration,14,33969.126128633085,59795.79847029828,1660984.038498774,50231.211036149936
vessel_disjoint_test,constant_acceleration,15,36237.06602688809,67988.22460245807,1786906.589847646,55853.52036628363
vessel_disjoint_test,constant_velocity,1,1662.1366113965507,1662.1366113965507,34422.54667180124,1024.667178861201
vessel_disjoint_test,constant_velocity,2,2144.4910122705264,2626.845413144502,44959.23744518854,1323.4213546143205
vessel_disjoint_test,constant_velocity,3,2720.277466057181,3871.8503736304883,56819.78393336271,1681.132395173796
vessel_disjoint_test,constant_velocity,4,3459.097788126375,5675.558754333958,68860.58980461724,2143.147355970482
vessel_disjoint_test,constant_velocity,5,4050.892913210198,6418.0734135454895,79681.87775046434,2514.7055432219263
vessel_disjoint_test,constant_velocity,6,4630.299368702747,7527.331646165493,92113.12205841792,2881.0511455665937
vessel_disjoint_test,constant_velocity,7,5173.045210037294,8429.520258044582,103754.76557890132,3226.3584991839384
vessel_disjoint_test,constant_velocity,8,5737.917565556355,9692.024054189786,116218.90695471899,3589.7377011393173
vessel_disjoint_test,constant_velocity,9,6354.719914123183,11289.138702657807,128337.30032548503,3989.343852456433
vessel_disjoint_test,constant_velocity,10,6918.365095268773,11991.171725579074,140091.28812890875,4359.971603852127
vessel_disjoint_test,constant_velocity,11,7437.089966890655,12624.338683109489,151601.48608899768,4706.577685925203
vessel_disjoint_test,constant_velocity,12,7953.220526739229,13630.656685073558,163221.5190515485,5057.136984801805
vessel_disjoint_test,constant_velocity,13,8468.570912259474,14652.775538502394,175073.85056781376,5413.718508238574
vessel_disjoint_test,constant_velocity,14,9020.620986312002,16197.271948994858,186509.93548372682,5800.3020358078675
vessel_disjoint_test,constant_velocity,15,9553.523596635167,17014.160141159453,198051.01214541084,6181.812516902466
vessel_disjoint_test,gru_baseline,1,22698.574760400126,22698.574760400126,24240.469195982954,14165.325356558798
vessel_disjoint_test,gru_baseline,2,23277.083284350003,23855.59180829988,24832.059359308816,14478.778800699476
vessel_disjoint_test,gru_baseline,3,22881.68311495201,22090.88277615603,25212.242042463364,14267.706083414729
vessel_disjoint_test,gru_baseline,4,22977.014633495855,23263.009189127377,25576.40316067501,14327.314497139083
vessel_disjoint_test,gru_baseline,5,23169.481766852914,23939.350300281163,25798.709356920408,14446.305216424736
vessel_disjoint_test,gru_baseline,6,23024.41192664109,22299.062725581945,25719.45239271521,14341.885573048017
vessel_disjoint_test,gru_baseline,7,23189.360508990998,24179.05200309045,25833.611571019963,14443.017376181495
vessel_disjoint_test,gru_baseline,8,23142.909657351698,22817.75369587659,25976.235411086196,14418.803205760403
vessel_disjoint_test,gru_baseline,9,23332.27899251036,24847.233673779687,26261.81253809112,14516.467641236814
vessel_disjoint_test,gru_baseline,10,23481.213731677468,24821.62638418145,26532.232889635805,14601.55839726083
vessel_disjoint_test,gru_baseline,11,23827.651626268937,27292.030572183623,26742.254365673067,14801.912771179585
vessel_disjoint_test,gru_baseline,12,23837.511163502684,23945.966073073854,26873.08290190474,14815.819610024253
vessel_disjoint_test,gru_baseline,13,23821.485813345993,23629.181611465712,26943.32690912599,14805.351879789647
vessel_disjoint_test,gru_baseline,14,23947.55368320513,25586.435991373914,27223.033435732294,14880.231636769793
vessel_disjoint_test,gru_baseline,15,23989.010644019425,24569.40809541952,27375.99982535147,14911.082172716084
vessel_disjoint_test,kalman_filter_cv,1,782.1130431412413,782.1130431412413,19978.008550531897,482.042175712902
vessel_disjoint_test,kalman_filter_cv,2,821.5657959902168,861.0185488391922,20062.429213486415,506.82966099313245
vessel_disjoint_test,kalman_filter_cv,3,939.1317327740292,1174.2636063416546,21963.366097036444,580.0388499312211
vessel_disjoint_test,kalman_filter_cv,4,1262.006822194183,2230.6320904546433,24001.700922413478,782.2686921291697
vessel_disjoint_test,kalman_filter_cv,5,1429.0941736097188,2097.4435792718637,25836.925786608528,887.4515236265252
vessel_disjoint_test,kalman_filter_cv,6,1572.3494652002637,2288.6259231529853,27567.833313892046,977.2525763034153
vessel_disjoint_test,kalman_filter_cv,7,1704.01972160612,2494.0412600412587,29664.88971544656,1059.6497100619931
vessel_disjoint_test,kalman_filter_cv,8,1852.9590287583576,2895.534178824022,32117.365823640208,1152.746459145426
vessel_disjoint_test,kalman_filter_cv,9,2070.9668909224047,3815.029788234778,34311.01159711892,1289.4300006184108
vessel_disjoint_test,kalman_filter_cv,10,2244.878247218214,3810.0804538804978,36601.21225649067,1398.6443088522117
vessel_disjoint_test,kalman_filter_cv,11,2389.179323855211,3832.190090225184,38313.66019115494,1489.2077969128425
vessel_disjoint_test,kalman_filter_cv,12,2535.705719925563,4147.496076699427,40862.66804283382,1581.1606623063508
vessel_disjoint_test,kalman_filter_cv,13,2700.5189142131712,4678.277245664481,43207.311862144226,1684.251766759239
vessel_disjoint_test,kalman_filter_cv,14,2904.4356531357107,5555.353259128706,45496.27154364814,1812.7377264721413
vessel_disjoint_test,kalman_filter_cv,15,3109.443791582576,5979.557729838693,47635.610528540696,1941.483180686291
vessel_disjoint_test,linear_lstsq,1,868.0188517732029,868.0188517732029,18317.158197489098,533.7572055066754
vessel_disjoint_test,linear_lstsq,2,981.5468451044136,1095.074838435624,20993.222845104985,593.6118761936146
vessel_disjoint_test,linear_lstsq,3,1328.0193350700488,2020.9643150013192,26843.968706230207,788.9362940488317
vessel_disjoint_test,linear_lstsq,4,2458.5182933335805,5850.015168124176,53347.53218365711,1481.1229866443957
vessel_disjoint_test,linear_lstsq,5,3139.166483545481,5861.759244393078,65788.18592527354,1904.356711819182
vessel_disjoint_test,linear_lstsq,6,3658.865799495604,6257.362379246218,75061.11129755236,2226.245561402837
vessel_disjoint_test,linear_lstsq,7,4067.0920849394115,6516.449797602258,82086.3890089757,2475.9924989651913
vessel_disjoint_test,linear_lstsq,8,4499.182617930589,7523.816348868838,90086.4632434037,2743.8023415452926
vessel_disjoint_test,linear_lstsq,9,5197.813883532608,10786.864008348759,106646.49679203189,3203.737609374257
vessel_disjoint_test,linear_lstsq,10,5753.291086255067,10752.585910757198,118762.98937746251,3572.916669971399
vessel_disjoint_test,linear_lstsq,11,6223.500093597785,10925.590167024975,128931.43770514657,3887.4952787401244
vessel_disjoint_test,linear_lstsq,12,6657.330372494156,11429.463440354217,137313.82535263535,4177.976618910153
vessel_disjoint_test,linear_lstsq,13,7067.212790873226,11985.80181142208,145510.6929642195,4459.539391780032
vessel_disjoint_test,linear_lstsq,14,7630.6740019917015,14955.669746531887,160379.8903995416,4905.372286770997
vessel_disjoint_test,linear_lstsq,15,8113.279535519995,14869.757004916119,172502.5444034259,5291.7797060815365
vessel_disjoint_test,lstm_baseline,1,50368.05614206347,50368.05614206347,77307.63039490307,32269.88871854581
vessel_disjoint_test,lstm_baseline,2,50235.01449089413,50101.972839724796,77068.78393416927,32216.603545787395
vessel_disjoint_test,lstm_baseline,3,50524.68484633767,51104.025557224755,77524.67895868116,32348.942380084296
vessel_disjoint_test,lstm_baseline,4,50099.141315352295,48822.51072239617,77281.29746278662,32072.402717814046
vessel_disjoint_test,lstm_baseline,5,50342.77552934949,51317.31238533826,77249.75482063538,32273.6950028006
vessel_disjoint_test,lstm_baseline,6,50600.801840018794,51890.9333933653,77362.26981969774,32467.009981797804
vessel_disjoint_test,lstm_baseline,7,50667.29772808729,51066.27305649826,77428.82026092176,32531.313893629682
vessel_disjoint_test,lstm_baseline,8,50740.743694979334,51254.86546322366,77406.95854326074,32578.19833428532
vessel_disjoint_test,lstm_baseline,9,50804.24973865876,51312.29808809407,77470.3686951332,32604.479898950187
vessel_disjoint_test,lstm_baseline,10,50825.22240598243,51013.976411895506,77465.49119562938,32624.608146376908
vessel_disjoint_test,lstm_baseline,11,50853.7941665705,51139.51177245127,77401.10442358046,32641.438559928298
vessel_disjoint_test,lstm_baseline,12,50982.10785706289,52393.558452479156,77402.73878407781,32729.275754144917
vessel_disjoint_test,lstm_baseline,13,51003.29876053172,51257.58960215772,77497.05170719141,32739.263022292966
vessel_disjoint_test,lstm_baseline,14,51019.16638052045,51225.44544037391,77646.82810511651,32754.402438494835
vessel_disjoint_test,lstm_baseline,15,51010.55910946179,50890.057314640566,77725.28006397099,32747.181089108428
vessel_disjoint_test,ridge_lstsq,1,1007.1719721194356,1007.1719721194356,13956.236550275746,615.6463290052918
vessel_disjoint_test,ridge_lstsq,2,1040.0159917969336,1072.860011474431,13762.325584977003,636.128333964438
vessel_disjoint_test,ridge_lstsq,3,1176.5323887980558,1449.5651828003001,14372.488220007082,721.7576825486518
vessel_disjoint_test,ridge_lstsq,4,1529.0716226863503,2586.6893243512345,15392.516112631009,944.0525929108499
vessel_disjoint_test,ridge_lstsq,5,1737.9547201576372,2573.487110042784,15799.658576301015,1074.1523949960138
vessel_disjoint_test,ridge_lstsq,6,1882.9144185291982,2607.712910387004,15936.504566204807,1166.3451381231316
vessel_disjoint_test,ridge_lstsq,7,2005.2562504344394,2739.307241865884,16126.767360639025,1243.2959381992005
vessel_disjoint_test,ridge_lstsq,8,2141.3759420890433,3094.2137836712727,16503.368097630802,1329.7675867590262
vessel_disjoint_test,ridge_lstsq,9,2375.2062732365926,4245.848922416987,16975.78007910933,1477.2306867607101
vessel_disjoint_test,ridge_lstsq,10,2558.533059424221,4208.474135112873,17267.55290602635,1592.7748193480388
vessel_disjoint_test,ridge_lstsq,11,2700.6920725971177,4122.2822043260885,17327.82818444485,1682.3606834222091
vessel_disjoint_test,ridge_lstsq,12,2846.311592522955,4448.126311707158,17564.363322281857,1774.0523561679934
vessel_disjoint_test,ridge_lstsq,13,2992.861802453909,4751.464321625369,17862.9896827269,1866.847515559544
vessel_disjoint_test,ridge_lstsq,14,3231.438978958912,6332.942273523946,18172.339282941248,2016.912152711452
vessel_disjoint_test,ridge_lstsq,15,3446.9001198267442,6463.356091976397,18536.463460184215,2153.1484667350296
vessel_disjoint_test,tcn_baseline,1,31291.297910370507,31291.297910370507,32549.299699442556,19127.472209350926
vessel_disjoint_test,tcn_baseline,2,31577.48173742068,31863.665564470855,32374.703717568947,19349.154567685604
vessel_disjoint_test,tcn_baseline,3,31729.738312522804,32034.251462727047,32637.631449551634,19477.630866553773
vessel_disjoint_test,tcn_baseline,4,31868.471560098897,32284.671302827184,33072.70034431969,19587.066329573296
vessel_disjoint_test,tcn_baseline,5,32060.834958670468,32830.28855295675,33170.04881281741,19704.11073802497
vessel_disjoint_test,tcn_baseline,6,32193.89236039443,32859.17936901423,33384.537950447855,19787.51207419809
vessel_disjoint_test,tcn_baseline,7,32210.64791822196,32311.181265187126,33416.25256155951,19804.73084854985
vessel_disjoint_test,tcn_baseline,8,32278.965026708,32757.18478611028,33676.39419157069,19853.107347654674
vessel_disjoint_test,tcn_baseline,9,32384.406298248585,33227.936470573295,33958.021168675354,19916.8693574583
vessel_disjoint_test,tcn_baseline,10,32446.7536939672,33007.88025543474,34094.51410697027,19959.152787675743
vessel_disjoint_test,tcn_baseline,11,32486.72739524217,32886.46440799183,34079.2163416372,19988.170459757515
vessel_disjoint_test,tcn_baseline,12,32524.045988037607,32934.550508787426,34178.56606907123,20015.254359720788
vessel_disjoint_test,tcn_baseline,13,32597.643903016367,33480.818882761494,34384.5495844242,20064.99134606753
vessel_disjoint_test,tcn_baseline,14,32722.71447177334,34348.631865613985,34543.19444159126,20144.177408296055
vessel_disjoint_test,tcn_baseline,15,32833.13956491044,34379.0908688298,34775.303743983226,20214.319548920288
vessel_disjoint_test,transformer_baseline,1,45146.28317436893,45146.28317436893,43964.330404605644,29136.075435224415
vessel_disjoint_test,transformer_baseline,2,46243.85464761731,47341.426120865675,43833.66612491482,29579.257648253835
vessel_disjoint_test,transformer_baseline,3,48180.306810149574,52053.21113521411,49349.782953823975,30439.07713816409
vessel_disjoint_test,transformer_baseline,4,47988.67561376087,47413.782024594766,48321.434767683706,30447.49666308511
vessel_disjoint_test,transformer_baseline,5,47650.89593190256,46299.7772044693,48167.602314639225,30124.6269189808
vessel_disjoint_test,transformer_baseline,6,46784.89741052061,42454.904803610836,47151.08446067915,29694.01584264413
vessel_disjoint_test,transformer_baseline,7,46806.5059779221,46936.15738233111,47075.73783721004,29705.830716476063
vessel_disjoint_test,transformer_baseline,8,46440.10829995095,43875.32455415291,46451.750314471836,29441.928163603698
vessel_disjoint_test,transformer_baseline,9,47220.79936646638,53466.32789858975,46706.663787159916,29849.95174195312
vessel_disjoint_test,transformer_baseline,10,46794.50962689068,42957.90197070933,46230.0010989608,29595.188443218285
vessel_disjoint_test,transformer_baseline,11,47188.26503696744,51125.81913773515,46345.41783102647,29818.52887560528
vessel_disjoint_test,transformer_baseline,12,47447.277914656624,50296.41956923769,46542.31135999028,30017.722845893473
vessel_disjoint_test,transformer_baseline,13,47490.392230813486,48007.76402469576,46521.66481894787,30080.505209860712
vessel_disjoint_test,transformer_baseline,14,47677.08561735371,50104.0996423767,46706.55781026264,30218.440756059033
vessel_disjoint_test,transformer_baseline,15,47559.080583488765,45907.010109379524,46592.62244580853,30158.908484288495
